geolocation_id,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
A2906,1139,-23.52076038,-46.66138414,sao paulo,SP
A2907,1154,-23.53148043,-46.65843766,sao paulo,SP
A2908,1156,-23.52982727,-46.66466606,sao paulo,SP
A2909,1138,-23.51882541,-46.6556236,sao paulo,SP
A2910,1124,-23.52834449,-46.6329846,sao paulo,SP
A2911,1154,-23.528603,-46.65782137,sao paulo,SP
A2912,1153,-23.5281187,-46.65645155,sao paulo,SP
A2913,1105,-23.53339284,-46.62890797,sao paulo,SP
A2914,1141,-23.5201192,-46.66584,sao paulo,SP
A2915,1132,-23.52149355,-46.64977798,sao paulo,SP
A2916,1150,-23.53416257,-46.65547667,sao paulo,SP
A2917,1150,-23.5322553,-46.66275607,sao paulo,SP
A2918,1134,-23.51935101,-46.65146238,sao paulo,SP
A2919,1151,-23.53002108,-46.65824476,sao paulo,SP
A2920,1103,-23.53545339,-46.63170629,sao paulo,SP
A2921,1152,-23.52958443,-46.65646073,são paulo,SP
A2922,1140,-23.52564861,-46.66180788,sao paulo,SP
A2923,1120,-23.53030909,-46.63946975,sao paulo,SP
A2924,1156,-23.531697,-46.66290525,sao paulo,SP
A2925,1125,-23.52652965,-46.64019737,sao paulo,SP
A2926,1127,-23.52255145,-46.63817358,sao paulo,SP
A2927,1126,-23.52955028,-46.64117111,sao paulo,SP
A2928,1155,-23.52982564,-46.66376416,sao paulo,SP
A2929,1125,-23.53025383,-46.63850902,são paulo,SP
A2930,1141,-23.51803838,-46.66548088,sao paulo,SP
A2931,1141,-23.51819009,-46.6654775,sao paulo,SP
A2932,1109,-23.529663,-46.62569051,sao paulo,SP
A2933,1155,-23.52819244,-46.6637799,sao paulo,SP
A2934,1151,-23.53327154,-46.65410024,sao paulo,SP
A2935,1138,-23.5250367,-46.65541993,sao paulo,SP
A2936,1155,-23.52982564,-46.66376416,sao paulo,SP
A2937,1137,-23.52008636,-46.65432096,sao paulo,SP
A2938,1102,-23.52261022,-46.62942388,sao paulo,SP
A2939,1141,-23.51803838,-46.66548088,sao paulo,SP
A2940,1135,-23.52701013,-46.65033379,sao paulo,SP
A2941,1152,-23.52916893,-46.65214846,são paulo,SP
A2942,1131,-23.52077623,-46.64534145,são paulo,SP
A2943,1141,-23.5201192,-46.66584,sao paulo,SP
A2944,1153,-23.528023,-46.65662993,são paulo,SP
A2945,1154,-23.52897675,-46.65591334,sao paulo,SP
A2946,1123,-23.5284577,-46.63523121,sao paulo,SP
A2947,1155,-23.52878808,-46.6644042,sao paulo,SP
A2948,1141,-23.5201192,-46.66584,sao paulo,SP
A2949,1152,-23.52675902,-46.65976731,sao paulo,SP
A2950,1152,-23.52798691,-46.65820141,sao paulo,SP
A2951,1135,-23.52690825,-46.65089424,sao paulo,SP
A2952,1121,-23.52993021,-46.63603572,sao paulo,SP
A2953,1153,-23.5338269,-46.65076471,sao paulo,SP
A2954,1150,-23.53327357,-46.65625671,sao paulo,SP
A2955,1127,-23.52153485,-46.64178578,sao paulo,SP
A2956,1150,-23.53385011,-46.65580518,sao paulo,SP
A2957,1152,-23.52944509,-46.65249854,sao paulo,SP
A2958,1136,-23.52299425,-46.66362145,são paulo,SP
A2959,1125,-23.52538783,-46.64145001,sao paulo,SP
A2960,1103,-23.53538865,-46.63174771,sao paulo,SP
A2961,1125,-23.52618038,-46.64045809,sao paulo,SP
A2962,1154,-23.52836589,-46.65748295,sao paulo,SP
A2963,1126,-23.52622824,-46.63729816,sao paulo,SP
A2964,1154,-23.53108233,-46.65927097,são paulo,SP
A2965,1153,-23.52889918,-46.65373657,sao paulo,SP
A2966,1120,-23.53122709,-46.63895675,sao paulo,SP
A2967,1107,-23.52683562,-46.62657309,são paulo,SP
A2968,1151,-23.5333344,-46.65407379,sao paulo,SP
A2969,1144,-23.52315701,-46.67155035,sao paulo,SP
A2970,1153,-23.53395379,-46.6506756,sao paulo,SP
A2971,1108,-23.53213198,-46.62610018,sao paulo,SP
A2972,1104,-23.53577986,-46.62497761,sao paulo,SP
A2973,1120,-23.52807102,-46.64063416,sao paulo,SP
A2974,1106,-23.52870037,-46.62865355,sao paulo,SP
A2975,1126,-23.52651462,-46.63960394,sao paulo,SP
A2976,1121,-23.53033577,-46.63615157,sao paulo,SP
A2977,1125,-23.53029414,-46.63843349,sao paulo,SP
A2978,1132,-23.5192918,-46.6498009,sao paulo,SP
A2979,1130,-23.52372003,-46.64531767,sao paulo,SP
A2980,1153,-23.52810758,-46.65394804,sao paulo,SP
A2981,1156,-23.52695062,-46.66982315,são paulo,SP
A2982,1156,-23.52757054,-46.66275408,sao paulo,SP
A2983,1120,-23.52834929,-46.64055709,sao paulo,SP
A2984,1120,-23.52770096,-46.64089935,sao paulo,SP
A2985,1134,-23.51867681,-46.65311591,sao paulo,SP
A2986,1120,-23.52775496,-46.64086988,sao paulo,SP
A2987,1144,-23.52362351,-46.6720158,sao paulo,SP
A2988,1155,-23.52983563,-46.66298502,sao paulo,SP
A2989,1138,-23.5250367,-46.65541993,sao paulo,SP
A2990,1151,-23.53078608,-46.65703926,são paulo,SP
A2991,1122,-23.53108195,-46.63987633,são paulo,SP
A2992,1132,-23.52090546,-46.6484066,sao paulo,SP
A2993,1151,-23.53327154,-46.65410024,sao paulo,SP
A2994,1152,-23.52916893,-46.65214846,sao paulo,SP
A2995,1127,-23.52541521,-46.63960768,são paulo,SP
A2996,1132,-23.52149355,-46.64977798,são paulo,SP
A2997,1141,-23.5201192,-46.66584,sao paulo,SP
A2998,1120,-23.52886268,-46.64019685,sao paulo,SP
A2999,1134,-23.51867681,-46.65311591,sao paulo,SP
A3000,1140,-23.52239881,-46.66636009,sao paulo,SP
A3001,1141,-23.51803838,-46.66548088,sao paulo,SP
A3002,1141,-23.5192917,-46.66571964,sao paulo,SP
A3003,1139,-23.5218351,-46.66428988,sao paulo,SP
A3004,1122,-23.53206968,-46.63361984,sao paulo,SP
A3005,1105,-23.5346255,-46.63033461,sao paulo,SP
A3006,1102,-23.52261022,-46.62942388,são paulo,SP
A3007,1136,-23.52515274,-46.66403409,sao paulo,SP
A3008,1139,-23.5218351,-46.66428988,sao paulo,SP
A3009,1131,-23.52839962,-46.64170539,sao paulo,SP
A3010,1151,-23.5333344,-46.65407379,sao paulo,SP
A3011,1152,-23.53276259,-46.65320511,são paulo,SP
A3012,1132,-23.52090546,-46.6484066,são paulo,SP
A3013,1153,-23.52810758,-46.65394804,sao paulo,SP
A3014,1151,-23.531294,-46.65640409,sao paulo,SP
A3015,1156,-23.52631863,-46.67121817,são paulo,SP
A3016,1141,-23.52245539,-46.67113728,sao paulo,SP
A3017,1155,-23.52661771,-46.66040315,sao paulo,SP
A3018,1131,-23.52931238,-46.64127709,sao paulo,SP
A3019,1137,-23.52363107,-46.65414063,sao paulo,SP
A3020,1130,-23.52849984,-46.64274676,sao paulo,SP
A3021,1122,-23.53185276,-46.64012323,sao paulo,SP
A3022,1127,-23.52643854,-46.63897436,sao paulo,SP
A3023,1122,-23.53068693,-46.64002523,sao paulo,SP
A3024,1123,-23.52903666,-46.63804557,sao paulo,SP
A3025,1151,-23.53347046,-46.65385426,sao paulo,SP
A3026,1155,-23.52819244,-46.6637799,sao paulo,SP
A3027,1141,-23.5201192,-46.66584,sao paulo,SP
A3028,1135,-23.5224,-46.65293399,são paulo,SP
A3029,1139,-23.52016937,-46.66149388,sao paulo,SP
A3030,1135,-23.52690825,-46.65089424,são paulo,SP
A3031,1153,-23.52810758,-46.65394804,sao paulo,SP
A3032,1107,-23.53018343,-46.6265159,sao paulo,SP
A3033,1152,-23.52793308,-46.65825974,sao paulo,SP
A3034,1155,-23.529762,-46.66101095,sao paulo,SP
A3035,1132,-23.52490068,-46.64626539,sao paulo,SP
A3036,1153,-23.5314138,-46.65247713,sao paulo,SP
A3037,1131,-23.52340584,-46.64449995,sao paulo,SP
A3038,1134,-23.522878,-46.6501333,sao paulo,SP
A3039,1122,-23.53164125,-46.63565516,sao paulo,SP
A3040,1154,-23.52905097,-46.6620912,sao paulo,SP
A3041,1154,-23.53097649,-46.6614961,sao paulo,SP
A3042,1123,-23.52796853,-46.63674299,sao paulo,SP
A3043,1124,-23.52834449,-46.6329846,sao paulo,SP
A3044,1130,-23.5228496,-46.64705044,sao paulo,SP
A3045,1120,-23.52825102,-46.64053516,sao paulo,SP
A3046,1139,-23.5180457,-46.67125143,sao paulo,SP
A3047,1151,-23.53011838,-46.65777137,sao paulo,SP
A3048,1154,-23.53076495,-46.65860318,sao paulo,SP
A3049,1150,-23.53385011,-46.65580518,sao paulo,SP
A3050,1153,-23.5281187,-46.65645155,sao paulo,SP
A3051,1151,-23.531294,-46.65640409,sao paulo,SP
A3052,1153,-23.5281187,-46.65645155,sao paulo,SP
A3053,1126,-23.52657401,-46.63818465,sao paulo,SP
A3054,1135,-23.52701446,-46.64899311,sao paulo,SP
A3055,1122,-23.53128077,-46.63726039,sao paulo,SP
A3056,1125,-23.52528701,-46.64088817,sao paulo,SP
A3057,1120,-23.52886132,-46.64025912,sao paulo,SP
A3058,1139,-23.52017659,-46.67598831,são paulo,SP
A3059,1135,-23.52690825,-46.65089424,sao paulo,SP
A3060,1155,-23.52992561,-46.66386316,sao paulo,SP
A3061,1105,-23.53483387,-46.62998377,sao paulo,SP
A3062,1123,-23.52756581,-46.63800279,sao paulo,SP
A3063,1139,-23.51760422,-46.68080501,sao paulo,SP
A3064,1122,-23.53040996,-46.64017771,sao paulo,SP
A3065,1131,-23.52837262,-46.64172445,sao paulo,SP
A3066,1154,-23.53148043,-46.65843766,sao paulo,SP
A3067,1102,-23.5291277,-46.63136519,sao paulo,SP
A3068,1136,-23.52299425,-46.66362145,sao paulo,SP
A3069,1140,-23.5168249,-46.67685422,sao paulo,SP
A3070,1153,-23.5303158,-46.65328713,sao paulo,SP
A3071,1135,-23.52690825,-46.65089424,sao paulo,SP
A3072,1123,-23.52922423,-46.63692513,sao paulo,SP
A3073,1152,-23.52916893,-46.65214846,sao paulo,SP
A3074,1151,-23.531294,-46.65640409,sao paulo,SP
A3075,1125,-23.52438645,-46.64137392,sao paulo,SP
A3076,1127,-23.52702715,-46.64727681,sao paulo,SP
A3077,1102,-23.52236371,-46.62936474,sao paulo,SP
A3078,1139,-23.52024463,-46.67156066,sao paulo,SP
A3079,1109,-23.52450999,-46.628899,sao paulo,SP
A3080,1154,-23.52994245,-46.65694167,sao paulo,SP
A3081,1104,-23.53461921,-46.63220616,são paulo,SP
A3082,1135,-23.52627979,-46.65170391,sao paulo,SP
A3083,1151,-23.5324694,-46.65648683,sao paulo,SP
A3084,1153,-23.53514052,-46.64968033,sao paulo,SP
A3085,1109,-23.52259254,-46.62802902,sao paulo,SP
A3086,1129,-23.52433239,-46.64747139,sao paulo,SP
A3087,1106,-23.52868763,-46.62886839,são paulo,SP
A3088,1155,-23.52774244,-46.6633209,sao paulo,SP
A3089,1135,-23.52531603,-46.65285149,são paulo,SP
A3090,1127,-23.52657354,-46.63890686,sao paulo,SP
A3091,1131,-23.52164183,-46.64747555,são paulo,SP
A3092,1120,-23.53263976,-46.63817948,sao paulo,SP
A3093,1129,-23.52437263,-46.64743214,sao paulo,SP
A3094,1137,-23.522292,-46.65427049,sao paulo,SP
A3095,1154,-23.53068094,-46.66010032,sao paulo,SP
A3096,1131,-23.52164183,-46.64747555,sao paulo,SP
A3097,1130,-23.52157159,-46.64428492,são paulo,SP
A3098,1120,-23.53159732,-46.63868495,sao paulo,SP
A3099,1141,-23.51803838,-46.66548088,sao paulo,SP
A3100,1152,-23.52996637,-46.65581327,são paulo,SP
A3101,1151,-23.5333344,-46.65407379,sao paulo,SP
A3102,1135,-23.5224,-46.65293399,são paulo,SP
A3103,1132,-23.52149355,-46.64977798,sao paulo,SP
A3104,1150,-23.53385011,-46.65580518,sao paulo,SP
A3105,1120,-23.52790902,-46.64071419,sao paulo,SP
A3106,1131,-23.52380218,-46.64421809,sao paulo,SP
A3107,1156,-23.53048329,-46.66392101,sao paulo,SP
A3108,1153,-23.5281187,-46.65645155,sao paulo,SP
A3109,1154,-23.53074632,-46.65951899,são paulo,SP
A3110,1151,-23.53011838,-46.65777137,são paulo,SP
A3111,1120,-23.53100251,-46.639078,são paulo,SP
A3112,1141,-23.5192917,-46.66571964,sao paulo,SP
A3113,1156,-23.52695062,-46.66982315,sao paulo,SP
A3114,1153,-23.52889918,-46.65373657,são paulo,SP
A3115,1141,-23.52245539,-46.67113728,são paulo,SP
A3116,1103,-23.5364848,-46.62855837,sao paulo,SP
A3117,1139,-23.52162889,-46.66585828,sao paulo,SP
A3118,1105,-23.53444785,-46.6298748,sao paulo,SP
A3119,1134,-23.51867681,-46.65311591,sao paulo,SP
A3120,1156,-23.5308604,-46.66342937,sao paulo,SP
A3121,1153,-23.53238305,-46.65187065,são paulo,SP
A3122,1141,-23.52099978,-46.67299961,sao paulo,SP
A3123,1105,-23.53544186,-46.62633091,sao paulo,SP
A3124,1128,-23.52194882,-46.64068779,sao paulo,SP
A3125,1120,-23.53133509,-46.63889825,sao paulo,SP
A3126,1154,-23.52908925,-46.65611366,sao paulo,SP
A3127,1136,-23.52481764,-46.65803207,sao paulo,SP
A3128,1152,-23.53282877,-46.65640052,sao paulo,SP
A3129,1151,-23.531294,-46.65640409,sao paulo,SP
A3130,1154,-23.53148043,-46.65843766,são paulo,SP
A3131,1103,-23.53545339,-46.63170629,sao paulo,SP
A3132,1105,-23.53442583,-46.62591946,sao paulo,SP
A3133,1151,-23.53140797,-46.65636188,sao paulo,SP
A3134,1155,-23.52982564,-46.66376416,sao paulo,SP
A3135,1150,-23.53230526,-46.66236563,sao paulo,SP
A3136,1131,-23.5212382,-46.64566879,sao paulo,SP
A3137,1134,-23.51867681,-46.65311591,sao paulo,SP
A3138,1103,-23.53545339,-46.63170629,sao paulo,SP
A3139,1107,-23.53366766,-46.62493056,sao paulo,SP
A3140,1104,-23.53500886,-46.62963536,são paulo,SP
A3141,1156,-23.531697,-46.66290525,sao paulo,SP
A3142,1156,-23.52695062,-46.66982315,sao paulo,SP
A3143,1151,-23.5333344,-46.65407379,sao paulo,SP
A3144,1150,-23.53385011,-46.65580518,sao paulo,SP
A3145,1135,-23.52690825,-46.65089424,sao paulo,SP
A3146,1130,-23.52849984,-46.64274676,sao paulo,SP
A3147,1105,-23.53361971,-46.62801764,sao paulo,SP
A3148,1138,-23.5219565,-46.65402453,sao paulo,SP
A3149,1135,-23.52690825,-46.65089424,sao paulo,SP
A3150,1106,-23.53249636,-46.62640566,são paulo,SP
A3151,1151,-23.53078608,-46.65703926,sao paulo,SP
A3152,1122,-23.53119174,-46.63763839,sao paulo,SP
A3153,1150,-23.53385011,-46.65580518,sao paulo,SP
A3154,1127,-23.52153485,-46.64178578,são paulo,SP
A3155,1140,-23.51709905,-46.67653927,sao paulo,SP
A3156,1155,-23.52983563,-46.66298502,são paulo,SP
A3157,1153,-23.52889918,-46.65373657,sao paulo,SP
A3158,1151,-23.53250199,-46.6551834,são paulo,SP
A3159,1122,-23.53153924,-46.63604569,são paulo,SP
A3160,1128,-23.52284915,-46.64019712,sao paulo,SP
A3161,1156,-23.52695062,-46.66982315,sao paulo,SP
A3162,1103,-23.5357108,-46.62789895,sao paulo,SP
A3163,2116,-23.51597815,-46.58216997,são paulo,RN
A3164,4011,-23.57870737,-46.64577862,sao paulo,AC
A3165,20010,-22.90247241,-43.17405885,rio de janeiro,RJ
A3166,20011,-22.9048126,-43.17623582,rio de janeiro,RJ
A3167,20021,-22.90970976,-43.17132227,rio de janeiro,RJ
A3168,20030,-22.90863979,-43.17401201,rio de janeiro,RJ
A3169,20030,-22.91049942,-43.17244188,rio de janeiro,RJ
A3170,20050,-22.90564695,-43.17888623,rio de janeiro,RJ
A3171,20051,-22.90216947,-43.18431802,rio de janeiro,RJ
A3172,20030,-22.9111138,-43.17473615,rio de janeiro,RJ
A3173,20010,-22.9024643,-43.17582401,rio de janeiro,RJ
A3174,20040,-22.9068,-43.17662315,rio de janeiro,RJ
A3175,20011,-22.90435733,-43.17509512,rio de janeiro,RJ
A3176,20080,-22.90109528,-43.18255873,rio de janeiro,RJ
A3177,20031,-22.91064097,-43.17650983,rio de janeiro,RJ
A3178,20021,-22.91560894,-43.1777722,rio de janeiro,RJ
A3179,20020,-22.90646349,-43.17565537,rio de janeiro,RJ
A3180,20031,-22.91102881,-43.17637097,rio de janeiro,RJ
A3181,20050,-22.90384793,-43.17957505,rio de janeiro,RJ
A3182,20090,-22.89796348,-43.17897083,rio de janeiro,RJ
A3183,20030,-22.90787918,-43.17475555,rio de janeiro,RJ
A3184,20040,-22.91187792,-43.17509329,rio de janeiro,RJ
A3185,20011,-22.90435733,-43.17509512,rio de janeiro,RJ
A3186,20081,-22.89610841,-43.18164217,rio de janeiro,RJ
A3187,20021,-22.90792482,-43.16852768,rio de janeiro,RJ
A3188,20031,-22.91021015,-43.17752615,rio de janeiro,RJ
A3189,20050,-22.90622412,-43.17868637,rio de janeiro,RJ
A3190,20070,-22.90246252,-43.17990263,rio de janeiro,RJ
A3191,20031,-22.91021015,-43.17752615,rio de janeiro,RJ
A3192,20071,-22.90210949,-43.18080246,rio de janeiro,RJ
A3193,20080,-22.90281688,-43.18702193,rio de janeiro,RJ
A3194,20071,-22.90151171,-43.18060965,rio de janeiro,RJ
A3195,20030,-22.90787918,-43.17475555,rio de janeiro,RJ
A3196,20080,-22.90225637,-43.18556183,rio de janeiro,RJ
A3197,20040,-22.90399673,-43.17739555,rio de janeiro,RJ
A3198,20080,-22.90281688,-43.18702193,rio de janeiro,RJ
A3199,20010,-22.90444554,-43.17420823,rio de janeiro,RJ
A3200,20021,-22.91423849,-43.17922186,rio de janeiro,RJ
A3201,20031,-22.91126344,-43.17436061,rio de janeiro,RJ
A3202,20040,-22.91035997,-43.17563269,rio de janeiro,RJ
A3203,20090,-22.89973268,-43.17676327,rio de janeiro,RJ
A3204,20081,-22.89977722,-43.18265649,rio de janeiro,RJ
A3205,20031,-22.90890476,-43.17826717,rio de janeiro,RJ
A3206,20031,-22.90830235,-43.175446,rio de janeiro,RJ
A3207,20031,-22.90940039,-43.17677364,rio de janeiro,RJ
A3208,20010,-22.89940743,-43.1772012,rio de janeiro,RJ
A3209,20061,-22.90591169,-43.18657247,rio de janeiro,RJ
A3210,20040,-22.90761691,-43.1766962,rio de janeiro,RJ
A3211,20031,-22.90993096,-43.18277459,rio de janeiro,RJ
A3212,20031,-22.90962365,-43.17493229,rio de janeiro,RJ
A3213,20050,-22.90581117,-43.17935761,rio de janeiro,RJ
A3214,20081,-22.89895921,-43.1840556,rio de janeiro,RJ
A3215,20081,-22.89734704,-43.18070814,rio de janeiro,RJ
A3216,20031,-22.90940039,-43.17677364,rio de janeiro,RJ
A3217,20011,-22.90449609,-43.17623588,rio de janeiro,RJ
A3218,20021,-22.90771616,-43.16862103,rio de janeiro,RJ
A3219,20031,-22.91056872,-43.1775571,rio de janeiro,RJ
A3220,20020,-22.90615156,-43.17380179,rio de janeiro,RJ
A3221,20071,-22.90198438,-43.18037566,rio de janeiro,RJ
A3222,20090,-22.89858065,-43.17941377,rio de janeiro,RJ
A3223,20050,-22.90692165,-43.18126302,rio de janeiro,RJ
A3224,20040,-22.90322099,-43.17842443,rio de janeiro,RJ
A3225,20030,-22.90830044,-43.17413076,rio de janeiro,RJ
A3226,20021,-22.91621869,-43.17667079,rio de janeiro,RJ
A3227,20010,-22.90112068,-43.17655786,rio de janeiro,RJ
A3228,20031,-22.9089828,-43.17714375,rio de janeiro,RJ
A3229,20031,-22.91056872,-43.1775571,rio de janeiro,RJ
A3230,20021,-22.90970976,-43.17132227,rio de janeiro,RJ
A3231,20021,-22.91513704,-43.17786531,rio de janeiro,RJ
A3232,20040,-22.90443831,-43.17950916,rio de janeiro,RJ
A3233,20091,-22.8997535,-43.17764601,rio de janeiro,RJ
A3234,20071,-22.90210949,-43.18080246,rio de janeiro,RJ
A3235,20031,-22.90766868,-43.17580259,rio de janeiro,RJ
A3236,20031,-22.90977742,-43.176841,rio de janeiro,RJ
A3237,20040,-22.90392035,-43.17868376,rio de janeiro,RJ
A3238,20031,-22.91150589,-43.17618745,rio de janeiro,RJ
A3239,20020,-22.9098191,-43.16923476,rio de janeiro,RJ
A3240,20071,-22.90176672,-43.1814312,rio de janeiro,RJ
A3241,20040,-22.90399673,-43.17739555,rio de janeiro,RJ
A3242,20040,-22.90160554,-43.17893393,rio de janeiro,RJ
A3243,20081,-22.89753445,-43.18597409,rio de janeiro,RJ
A3244,20081,-22.89734704,-43.18070814,rio de janeiro,RJ
A3245,20031,-22.90874613,-43.17736452,rio de janeiro,RJ
A3246,20030,-22.9104881,-43.17264165,rio de janeiro,RJ
A3247,20031,-22.91218411,-43.17810406,rio de janeiro,RJ
A3248,20041,-22.90390263,-43.17983082,rio de janeiro,RJ
A3249,20081,-22.89751454,-43.184353,rio de janeiro,RJ
A3250,20031,-22.91150589,-43.17618745,rio de janeiro,RJ
A3251,20030,-22.91124919,-43.17484788,rio de janeiro,RJ
A3252,20021,-22.90575915,-43.16846802,rio de janeiro,RJ
A3253,20081,-22.89753445,-43.18597409,rio de janeiro,RJ
A3254,20020,-22.90822707,-43.17010065,rio de janeiro,RJ
A3255,20040,-22.91035997,-43.17563269,rio de janeiro,RJ
A3256,20040,-22.90659038,-43.17713805,rio de janeiro,RJ
A3257,20040,-22.90107231,-43.17707865,rio de janeiro,RJ
A3258,20031,-22.90962365,-43.17493229,rio de janeiro,RJ
A3259,20090,-22.89863935,-43.17910973,rio de janeiro,RJ
A3260,20080,-22.8996548,-43.18684118,rio de janeiro,RJ
A3261,20081,-22.89751454,-43.184353,rio de janeiro,RJ
A3262,20091,-22.90279991,-43.17728734,rio de janeiro,RJ
A3263,20091,-22.89965868,-43.17888968,rio de janeiro,RJ
A3264,20060,-22.90730076,-43.18372964,rio de janeiro,RJ
A3265,20090,-22.90121806,-43.18185648,rio de janeiro,RJ
A3266,20031,-22.90766868,-43.17580259,rio de janeiro,RJ
A3267,20080,-22.89899871,-43.18771068,rio de janeiro,RJ
A3268,20010,-22.90112068,-43.17655786,rio de janeiro,RJ
A3269,20030,-22.9104881,-43.17264165,rio de janeiro,RJ
A3270,20011,-22.90607374,-43.17797455,rio de janeiro,RJ
A3271,20041,-22.90211327,-43.1763391,rio de janeiro,RJ
A3272,20020,-22.90865363,-43.16966291,rio de janeiro,RJ
A3273,20021,-22.90771616,-43.16862103,rio de janeiro,RJ
A3274,20030,-22.9104881,-43.17264165,rio de janeiro,RJ
A3275,20010,-22.90444554,-43.17420823,rio de janeiro,RJ
A3276,20031,-22.91047789,-43.17686737,rio de janeiro,RJ
A3277,20040,-22.90548998,-43.17748572,rio de janeiro,RJ
A3278,20031,-22.91126344,-43.17436061,rio de janeiro,RJ
A3279,20030,-22.91003607,-43.17398063,rio de janeiro,RJ
A3280,20060,-22.90794109,-43.18453034,rio de janeiro,RJ
A3281,20071,-22.90198438,-43.18037566,rio de janeiro,RJ
A3282,20010,-22.87379832,-43.4913409,rio de janeiro,RJ
A3283,20021,-22.91133883,-43.1723971,rio de janeiro,RJ
A3284,20031,-22.91124945,-43.17587387,rio de janeiro,RJ
A3285,20021,-22.91639303,-43.17768831,rio de janeiro,RJ
A3286,20031,-22.91126344,-43.17436061,rio de janeiro,RJ
A3287,20010,-22.9024643,-43.17582401,rio de janeiro,RJ
A3288,20031,-22.91155144,-43.17424909,rio de janeiro,RJ
A3289,20071,-22.90295656,-43.18515062,rio de janeiro,RJ
A3290,20091,-22.9013145,-43.17761925,rio de janeiro,RJ
A3291,20051,-22.90216947,-43.18431802,rio de janeiro,RJ
A3292,20030,-22.90863979,-43.17401201,rio de janeiro,RJ
A3293,20031,-22.90988209,-43.1777071,rio de janeiro,RJ
A3294,20091,-22.89907741,-43.1789821,rio de janeiro,RJ
A3295,20031,-22.90746768,-43.17516915,rio de janeiro,RJ
A3296,20071,-22.90175038,-43.17966354,rio de janeiro,RJ
A3297,20020,-22.90636048,-43.17769425,rio de janeiro,RJ
A3298,20011,-22.90435733,-43.17509512,rio de janeiro,RJ
A3299,20020,-22.9063296,-43.17391427,rio de janeiro,RJ
A3300,20040,-22.90322099,-43.17842443,rio de janeiro,RJ
A3301,20030,-22.91145102,-43.17350557,rio de janeiro,RJ
A3302,20031,-22.91189416,-43.17841156,rio de janeiro,RJ
A3303,20021,-22.91500313,-43.17649055,rio de janeiro,RJ
A3304,20081,-22.89703226,-43.1829724,rio de janeiro,RJ
A3305,20081,-22.89703226,-43.1829724,rio de janeiro,RJ
A3306,20020,-22.90636048,-43.17769425,rio de janeiro,RJ
A3307,20031,-22.91118253,-43.17631009,rio de janeiro,RJ
A3308,20040,-22.90392035,-43.17868376,rio de janeiro,RJ
A3309,20020,-22.90558593,-43.17456784,rio de janeiro,RJ
A3310,20040,-22.90440127,-43.17707795,rio de janeiro,RJ
A3311,20050,-22.90581117,-43.17935761,rio de janeiro,RJ
A3312,20030,-22.91003607,-43.17398063,rio de janeiro,RJ
A3313,20021,-22.912393,-43.17674947,rio de janeiro,RJ
A3314,20031,-22.91181545,-43.17412363,rio de janeiro,RJ
A3315,20040,-22.90265447,-43.17622845,rio de janeiro,RJ
A3316,20081,-22.89689958,-43.18192297,rio de janeiro,RJ
A3317,20020,-22.90924747,-43.17115454,rio de janeiro,RJ
A3318,20081,-22.89891707,-43.18058847,rio de janeiro,RJ
A3319,20081,-22.89734704,-43.18070814,rio de janeiro,RJ
A3320,20031,-22.90743936,-43.17443454,rio de janeiro,RJ
A3321,20030,-22.91145102,-43.17350557,rio de janeiro,RJ
A3322,20091,-22.89968629,-43.17883176,rio de janeiro,RJ
A3323,20031,-22.9089828,-43.17714375,rio de janeiro,RJ
A3324,20031,-22.90962365,-43.17493229,rio de janeiro,RJ
A3325,20011,-22.90443569,-43.17553854,rio de janeiro,RJ
A3326,20040,-22.91035997,-43.17563269,rio de janeiro,RJ
A3327,20090,-22.90018179,-43.17875613,rio de janeiro,RJ
A3328,20090,-22.89984064,-43.18085576,rio de janeiro,RJ
A3329,20031,-22.90921595,-43.17973608,rio de janeiro,RJ
A3330,20011,-22.90316928,-43.17598554,rio de janeiro,RJ
A3331,20060,-22.90794109,-43.18453034,rio de janeiro,RJ
A3332,20020,-22.90924747,-43.17115454,rio de janeiro,RJ
A3333,20040,-22.90326108,-43.17747319,rio de janeiro,RJ
A3334,20030,-22.90896964,-43.17499948,rio de janeiro,RJ
A3335,20080,-22.90105873,-43.18259275,rio de janeiro,RJ
A3336,20031,-22.91102881,-43.17637097,rio de janeiro,RJ
A3337,20031,-22.91199657,-43.17870416,rio de janeiro,RJ
A3338,20010,-22.90435005,-43.17302772,rio de janeiro,RJ
A3339,20080,-22.89968317,-43.18581505,rio de janeiro,RJ
A3340,20031,-22.91181545,-43.17412363,rio de janeiro,RJ
A3341,20081,-22.89734704,-43.18070814,rio de janeiro,RJ
A3342,20071,-22.90210949,-43.18080246,rio de janeiro,RJ
A3343,20021,-22.91069054,-43.17012838,rio de janeiro,RJ
A3344,20031,-22.90977742,-43.176841,rio de janeiro,RJ
A3345,20071,-22.90325682,-43.18608215,rio de janeiro,RJ
A3346,20040,-22.90659038,-43.17713805,rio de janeiro,RJ
A3347,20031,-22.90858307,-43.17750198,rio de janeiro,RJ
A3348,20011,-22.90491921,-43.17589682,rio de janeiro,RJ
A3349,20040,-22.90683421,-43.17699557,rio de janeiro,RJ
A3350,20011,-22.90437367,-43.17558804,rio de janeiro,RJ
A3351,20040,-22.90507424,-43.1777239,rio de janeiro,RJ
A3352,20030,-22.91124919,-43.17484788,rio de janeiro,RJ
A3353,20031,-22.90858307,-43.17750198,rio de janeiro,RJ
